Kommunenummer	Stadnamn	Prioritet	Stadtype nynorsk	Stadtype bokmål	Stadtype engelsk	Kommune	Fylke	Lat	Lon	Høgd	Nynorsk	Bokmål	Engelsk	
105	Kvastebyen	56	Tettbebyggelse	Tettbebyggelse	Settlement	Sarpsborg	Østfold	59.19568	11.17253		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Kvastebyen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Kvastebyen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Kvastebyen/forecast.xml
105	Navestad	56	Tettbebyggelse	Tettbebyggelse	Settlement	Sarpsborg	Østfold	59.25965	11.13195		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Navestad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Navestad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Navestad/forecast.xml
105	Navestad	56	Tettbebyggelse	Tettbebyggelse	Settlement	Sarpsborg	Østfold	59.25965	11.13195		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Navestad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Navestad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Navestad/forecast.xml
105	Nordberg	56	Tettbebyggelse	Tettbebyggelse	Settlement	Sarpsborg	Østfold	59.26590	11.13438		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Nordberg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Nordberg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Nordberg/forecast.xml
105	Nordre Bjørnstad	56	Tettbebyggelse	Tettbebyggelse	Settlement	Sarpsborg	Østfold	59.30286	11.05944		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Nordre_Bjørnstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Nordre_Bjørnstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Nordre_Bjørnstad/forecast.xml
105	Opsund	56	Tettbebyggelse	Tettbebyggelse	Settlement	Sarpsborg	Østfold	59.29077	11.12782		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Opsund/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Opsund/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Opsund/forecast.xml
105	Rødsøya	56	Øy	Øy	Island	Sarpsborg	Østfold	59.29193	11.14835		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Rødsøya/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Rødsøya/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Rødsøya/forecast.xml
105	Sandbakken	56	Del av tettstad	Del av tettsted	Part of a town	Sarpsborg	Østfold	59.25415	11.17864		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Sandbakken~48621/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Sandbakken~48621/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Sandbakken~48621/forecast.xml
105	Sandesund	36	Byområde	Byområde	Part of a city	Sarpsborg	Østfold	59.27465	11.09907		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Sandesund/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Sandesund/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Sandesund/forecast.xml
105	Sarpsborg	6	By	By	City - large town	Sarpsborg	Østfold	59.27670	11.09954		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Sarpsborg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Sarpsborg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Sarpsborg/forecast.xml
105	Sarpsborg kirke	55	Kyrkje	Kirke	Church	Sarpsborg	Østfold	59.28251	11.10938		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Sarpsborg_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Sarpsborg_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Sarpsborg_kirke/forecast.xml
105	Skjeberg	26	Tettstad	Tettsted	Small town	Sarpsborg	Østfold	59.21147	11.19029		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Skjeberg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Skjeberg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Skjeberg/forecast.xml
105	Skjeberg kirke	55	Kyrkje	Kirke	Church	Sarpsborg	Østfold	59.22893	11.19020		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Skjeberg_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Skjeberg_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Skjeberg_kirke/forecast.xml
105	Skjebergdalen kirke	55	Kyrkje	Kirke	Church	Sarpsborg	Østfold	59.28487	11.28196		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Skjebergdalen_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Skjebergdalen_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Skjebergdalen_kirke/forecast.xml
105	Solli kirke	55	Kyrkje	Kirke	Church	Sarpsborg	Østfold	59.32540	10.96372		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Solli_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Solli_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Solli_kirke/forecast.xml
105	Storhaug	36	Byområde	Byområde	Part of a city	Sarpsborg	Østfold	59.26855	11.12232		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Storhaug/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Storhaug/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Storhaug/forecast.xml
105	Tune kirke	55	Kyrkje	Kirke	Church	Sarpsborg	Østfold	59.29215	11.08336		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Tune_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Tune_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Tune_kirke/forecast.xml
105	Ullerøy kirke	55	Kyrkje	Kirke	Church	Sarpsborg	Østfold	59.20474	11.12111		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Ullerøy_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Ullerøy_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Ullerøy_kirke/forecast.xml
105	Valaskjold	45	Bygd	Bygd	Village area	Sarpsborg	Østfold	59.29036	11.09697		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Valaskjold/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Valaskjold/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Valaskjold/forecast.xml
105	Varteig kirke	55	Kyrkje	Kirke	Church	Sarpsborg	Østfold	59.35053	11.19035		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Varteig_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Varteig_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Varteig_kirke/forecast.xml
105	Vesteng	56	Tettbebyggelse	Tettbebyggelse	Settlement	Sarpsborg	Østfold	59.28074	11.09194		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Vesteng/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Vesteng/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Vesteng/forecast.xml
105	Yven	45	Bygd	Bygd	Village area	Sarpsborg	Østfold	59.28049	11.07087		http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Yven/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Yven/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Yven/forecast.xml
106	Ambjørnrød	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.24964	10.92354		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Ambjørnrød/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Ambjørnrød/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Ambjørnrød/forecast.xml
106	Apenesfjellet	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.21290	10.94132		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Apenesfjellet/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Apenesfjellet/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Apenesfjellet/forecast.xml
106	Barkedalen	41	Grend	Grend	Village	Fredrikstad	Østfold	59.18500	10.93977		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Barkedalen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Barkedalen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Barkedalen/forecast.xml
106	Begby	26	Tettstad	Tettsted	Small town	Fredrikstad	Østfold	59.21272	11.00087		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Begby/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Begby/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Begby/forecast.xml
106	Borge kirke	55	Kyrkje	Kirke	Church	Fredrikstad	Østfold	59.22783	11.04333		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Borge_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Borge_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Borge_kirke/forecast.xml
106	Bydalen	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.21266	10.95084		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Bydalen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Bydalen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Bydalen/forecast.xml
106	Cicignon	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.20695	10.94704		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Cicignon/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Cicignon/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Cicignon/forecast.xml
106	Damyr	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.21347	10.94578		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Damyr/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Damyr/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Damyr/forecast.xml
106	Engelsviken	45	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.25276	10.73828		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Engelsviken/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Engelsviken/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Engelsviken/forecast.xml
106	Falchåsen	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.22582	10.96394		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Falchåsen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Falchåsen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Falchåsen/forecast.xml
106	Fredrikstad	2	By	By	City - large town	Fredrikstad	Østfold	59.21032	10.94021		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Fredrikstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Fredrikstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Fredrikstad/forecast.xml
106	Fredrikstad Domkirke	55	Kyrkje	Kirke	Church	Fredrikstad	Østfold	59.20937	10.94248		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Fredrikstad_Domkirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Fredrikstad_Domkirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Fredrikstad_Domkirke/forecast.xml
106	Frydenberg	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.22155	10.93368		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Frydenberg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Frydenberg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Frydenberg/forecast.xml
106	Gamle Glemmen kirke	55	Kyrkje	Kirke	Church	Fredrikstad	Østfold	59.23765	10.97123		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Gamle_Glemmen_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Gamle_Glemmen_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Gamle_Glemmen_kirke/forecast.xml
106	Gamlebyen	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.20320	10.95299		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Gamlebyen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Gamlebyen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Gamlebyen/forecast.xml
106	Glemmen	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.21738	10.94675		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Glemmen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Glemmen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Glemmen/forecast.xml
106	Glemmen nye kirke	55	Kyrkje	Kirke	Church	Fredrikstad	Østfold	59.21568	10.93878		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Glemmen_nye_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Glemmen_nye_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Glemmen_nye_kirke/forecast.xml
106	Glombo	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.20470	10.90697		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Glombo/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Glombo/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Glombo/forecast.xml
106	Gluppe	56	Del av tettstad	Del av tettsted	Part of a town	Fredrikstad	Østfold	59.24237	10.92316		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Gluppe/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Gluppe/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Gluppe/forecast.xml
106	Gressvik	26	Tettstad	Tettsted	Small town	Fredrikstad	Østfold	59.21825	10.90638		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Gressvik/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Gressvik/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Gressvik/forecast.xml
106	Gressvik kirke	55	Kyrkje	Kirke	Church	Fredrikstad	Østfold	59.21858	10.89829		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Gressvik_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Gressvik_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Gressvik_kirke/forecast.xml
106	Gullmoen	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.18058	11.07808		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Gullmoen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Gullmoen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Gullmoen/forecast.xml
106	Hasseldalen	41	Grend	Grend	Village	Fredrikstad	Østfold	59.22618	10.80139		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Hasseldalen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Hasseldalen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Hasseldalen/forecast.xml
106	Hassingen	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.23161	10.96396		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Hassingen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Hassingen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Hassingen/forecast.xml
106	Hauge	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.24646	10.99857		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Hauge/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Hauge/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Hauge/forecast.xml
106	Holm	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.18595	11.07163		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Holm/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Holm/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Holm/forecast.xml
106	Holmen	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.21682	10.93049		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Holmen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Holmen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Holmen/forecast.xml
106	Husløs	41	Grend	Grend	Village	Fredrikstad	Østfold	59.26980	10.75334		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Husløs/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Husløs/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Husløs/forecast.xml
106	Kapelfjellet	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.21253	10.95650		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Kapelfjellet/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Kapelfjellet/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Kapelfjellet/forecast.xml
106	Kjerre	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.27578	10.77438		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Kjerre/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Kjerre/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Kjerre/forecast.xml
106	Kjølstad kirke	55	Kyrkje	Kirke	Church	Fredrikstad	Østfold	59.23600	11.00885		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Kjølstad_kirke~2328384/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Kjølstad_kirke~2328384/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Kjølstad_kirke~2328384/forecast.xml
106	Kjølstad kirke	55	Kyrkje	Kirke	Church	Fredrikstad	Østfold	59.23599	11.00885		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Kjølstad_kirke~2826288/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Kjølstad_kirke~2826288/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Kjølstad_kirke~2826288/forecast.xml
106	Kjølstadløkka	26	Tettstad	Tettsted	Small town	Fredrikstad	Østfold	59.24077	11.02205		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Kjølstadløkka/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Kjølstadløkka/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Kjølstadløkka/forecast.xml
106	Kongsten	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.19872	10.95463		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Kongsten/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Kongsten/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Kongsten/forecast.xml
106	Krossnes	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.20475	10.89620		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Krossnes/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Krossnes/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Krossnes/forecast.xml
106	Kråkerøy kirke	36	Kyrkje	Kirke	Church	Fredrikstad	Østfold	59.18121	10.92816		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Kråkerøy_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Kråkerøy_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Kråkerøy_kirke/forecast.xml
106	Kuhaugen	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.18252	11.07562		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Kuhaugen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Kuhaugen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Kuhaugen/forecast.xml
106	Lahellemoen	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.21525	10.95814		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Lahellemoen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Lahellemoen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Lahellemoen/forecast.xml
106	Leie	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.23161	10.96396		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Leie/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Leie/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Leie/forecast.xml
106	Lervik	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.27121	10.74605		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Lervik/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Lervik/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Lervik/forecast.xml
106	Lisleby	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.23306	10.97714		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Lisleby/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Lisleby/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Lisleby/forecast.xml
106	Lunde	41	Grend	Grend	Village	Fredrikstad	Østfold	59.16043	10.93275		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Lunde/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Lunde/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Lunde/forecast.xml
106	Lundeskogen	41	Grend	Grend	Village	Fredrikstad	Østfold	59.15626	10.93362		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Lundeskogen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Lundeskogen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Lundeskogen/forecast.xml
106	Lundheim	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.21742	10.97802		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Lundheim/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Lundheim/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Lundheim/forecast.xml
106	Manstad	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.26897	10.76922		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Manstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Manstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Manstad/forecast.xml
106	Nabbetorp	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.21583	10.97056		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Nabbetorp/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Nabbetorp/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Nabbetorp/forecast.xml
106	Nylende	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.30340	10.97334		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Nylende/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Nylende/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Nylende/forecast.xml
106	Nøkleby	56	Tettbebyggelse	Tettbebyggelse	Settlement	Fredrikstad	Østfold	59.23621	10.98789		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Nøkleby/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Nøkleby/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Nøkleby/forecast.xml
106	Onsøy kirke	55	Kyrkje	Kirke	Church	Fredrikstad	Østfold	59.25630	10.85044		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Onsøy_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Onsøy_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Onsøy_kirke/forecast.xml
106	Pettersand	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.23576	10.91988		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Pettersand/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Pettersand/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Pettersand/forecast.xml
106	Putten	41	Grend	Grend	Village	Fredrikstad	Østfold	59.13151	10.94394		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Putten/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Putten/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Putten/forecast.xml
106	Riverside	36	Byområde	Byområde	Part of a city	Fredrikstad	Østfold	59.20774	10.95209		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Riverside/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Riverside/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Riverside/forecast.xml
106	Rolvsøy kirke	36	Kyrkje	Kirke	Church	Fredrikstad	Østfold	59.26597	11.01703		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Rolvsøy_kirke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Rolvsøy_kirke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Rolvsøy_kirke/forecast.xml
106	Roppestad	41	Grend	Grend	Village	Fredrikstad	Østfold	59.17235	11.03192		http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Roppestad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Roppestad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Roppestad/forecast.xml
